"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","class weights:","drop out","feature_extraction_config.data.batch_size","feature_extraction_config.data.mask_threshold","feature_extraction_config.data.target_mpp","feature_extraction_config.data.tile_overlap","feature_extraction_config.data.tile_size","feature_extraction_config.model.feature_dim","feature_extraction_config.model.name","hidden_dim","k_folds","lr","nr_epochs","wd","epoch","final_val_HGD_auc","final_val_HGD_f1","final_val_HGD_precision","final_val_HGD_recall","final_val_LGD_auc","final_val_LGD_f1","final_val_LGD_precision","final_val_LGD_recall","final_val_NDBE_auc","final_val_NDBE_f1","final_val_NDBE_precision","final_val_NDBE_recall","final_val_accuracy","fold/convergence_epoch","fold/loss_instability","fold/val_accuracy","summary/mean_convergence_epoch","summary/mean_loss_instability","summary/mean_val_accuracy","summary/val_accuracy_variance","train_accuracy_epoch","train_accuracy_step","train_loss_epoch","train_loss_step","trainer/global_step","val_accuracy","val_loss"
"convmetrics_Pathologist_14_fold_5","finished","-","","","2025-05-05T14:01:25.000Z","39185","","1","[0.8138527870178223,0.8034188151359558,1.8989899158477783]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.8322368264198303","0.5","0.75","0.375","0.7543859481811523","0.6666666865348816","0.6086956262588501","0.7368420958518982","0.9142300486564636","0.7894737124443054","0.7894737124443054","0.7894737124443054","0.695652186870575","19","0.08843148260934394","1","74.32450331125828","NaN","0.026490066225165563","0.025788342616551906","0.9734042286872864","1","0.1409839391708374","0.07807318866252899","28200","0.739130437374115","0.746574878692627"
"convmetrics_Pathologist_14_fold_4","finished","-","","","2025-05-05T14:01:14.000Z","39035","","1","[0.8779342770576477,0.7695473432540894,1.7809523344039917]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.8495935201644897","0.4000000059604645","0.5","0.3333333432674408","0.7963709831237793","0.6285714507102966","0.5789473652839661","0.6875","0.8909090757369995","0.7755101919174194","0.7916666865348816","0.7599999904632568","0.6808510422706604","54","0.2116688288189073","1","80.03311258278146","NaN","0.9933774834437086","0.0065786588307530395","0.930481255054474","1","0.22208906710147855","0.005598105490207672","28050","0.7234042286872864","0.809382438659668"
"convmetrics_Pathologist_14_fold_3","finished","-","","","2025-05-05T14:01:03.000Z","38878","","1","[0.7601625919342041,0.8201754093170166,2.1494252681732178]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.92380952835083","0.699999988079071","0.875","0.5833333134651184","0.8150182962417603","0.761904776096344","0.761904776096344","0.761904776096344","0.9502164721488952","0.875","0.7777777910232544","1","0.7872340679168701","17","0.07401515987348668","1","70.58278145695364","NaN","0.7748344370860927","0.1744660321915705","0.9893048405647278","1","0.12285558879375458","0.002646041801199317","28050","0.6595744490623474","0.9657180309295654"
"convmetrics_Pathologist_14_fold_2","finished","-","","","2025-05-05T14:00:52.000Z","38721","","1","[0.8095238208770752,0.853881299495697,1.6846846342086792]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9883720874786376","0.6666666865348816","1","0.5","0.7952898740768433","0.7346938848495483","0.7200000286102295","0.75","0.8609022498130798","0.7179487347602844","0.699999988079071","0.7368420958518982","0.7234042286872864","17","0.11336145119465516","0","81.09271523178808","NaN","0","0","0.9518716335296632","1","0.18057379126548767","0.10393185168504716","28050","0.6382978558540344","0.9377862811088562"
"convmetrics_Pathologist_14_fold_1","finished","-","","","2025-05-05T14:00:41.000Z","38569","","1","[0.8095238208770752,0.7791666388511658,2.077777862548828]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9595959782600404","0.8181818127632141","0.8181818127632141","0.8181818127632141","0.7529411911964417","0.5555555820465088","0.5263158082962036","0.5882353186607361","0.8289473652839661","0.5555555820465088","0.5882353186607361","0.5263158082962036","0.6170212626457214","57","0.20311558843018468","1","77.99337748344371","NaN","0.7019867549668874","0.2092013508179466","0.9518716335296632","1","0.19431261718273163","0.0012056708801537752","28050","0.6808510422706604","0.986321210861206"
"convmetrics_Pathologist_13_fold_5","finished","-","","","2025-05-05T14:00:07.000Z","38430","","1","[0.6908212304115295,0.8746177554130554,2.444444417953491]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9284552931785583","0.529411792755127","0.6428571343421936","0.44999998807907104","0.7761006355285645","0.6534653306007385","0.6875","0.6226415038108826","0.8931506872177124","0.860927164554596","0.8024691343307495","0.9285714030265808","0.748251736164093","41","0.3487329917273398","1","67.28476821192054","NaN","1","0","0.940559446811676","1","0.1885619610548019","0.01202370971441269","85800","0.6993007063865662","0.9488396048545836"
"convmetrics_Pathologist_13_fold_4","finished","-","","","2025-05-05T13:59:43.000Z","37975","","1","[0.6933333277702332,0.8588588833808899,2.542222261428833]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9800724387168884","0.8181818127632141","0.8571428656578064","0.782608687877655","0.8297872543334961","0.7021276354789734","0.7333333492279053","0.6734693646430969","0.9117761850357056","0.8648648858070374","0.8311688303947449","0.9014084339141846","0.8041958212852478","54","0.7118269478914329","1","93.87417218543048","NaN","0.9933774834437086","0.0065786588307530395","0.9055944085121156","1","0.2991327941417694","0.30280277132987976","85800","0.748251736164093","0.6601756811141968"
"convmetrics_Pathologist_13_fold_3","finished","-","","","2025-05-05T13:59:20.000Z","37507","","1","[0.7035670280456543,0.8746177554130554,2.2971887588500977]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9473958611488342","0.8148148059844971","0.9166666865348816","0.7333333492279053","0.8316561579704285","0.7647058963775635","0.795918345451355","0.7358490824699402","0.8970588445663452","0.8789808750152588","0.8414633870124817","0.9200000166893004","0.8321678042411804","14","0.534158285841727","1","93.86754966887418","NaN","0.9668874172185432","0.032016139642998105","0.9213286638259888","1","0.2536957561969757","0.0034520579501986504","85800","0.7972028255462646","0.7224110960960388"
"convmetrics_Pathologist_13_fold_2","finished","-","","","2025-05-05T13:58:55.000Z","37044","","1","[0.6933333277702332,0.8746177554130554,2.4135022163391113]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9473684430122375","0.5","0.6153846383094788","0.42105263471603394","0.8649895191192627","0.7307692170143127","0.7450980544090271","0.7169811129570007","0.9391627311706544","0.9066666960716248","0.8607594966888428","0.9577465057373048","0.7972028255462646","6","0.6014778674440637","1","77.73509933774834","NaN","1","0","0.9300699234008788","1","0.24375464022159576","0.06841110438108444","85800","0.692307710647583","0.8148297071456909"
"convmetrics_Pathologist_13_fold_1","finished","-","","","2025-05-05T13:58:29.000Z","36586","","1","[0.6643437743186951,0.9166666865348816,2.4761905670166016]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9043715596199036","0.4848484992980957","0.6666666865348816","0.380952388048172","0.8611111044883728","0.770370364189148","0.7222222089767456","0.8253968358039856","0.940879762172699","0.8813559412956238","0.8813559412956238","0.8813559412956238","0.7832167744636536","53","0.3933523115562595","1","87.94701986754967","NaN","0.9602649006622516","0.03815622121836762","0.940559446811676","1","0.21988150477409363","0.6348034739494324","85800","0.7622377872467041","0.7576450109481812"
"convmetrics_Pathologist_12_fold_5","finished","-","","","2025-05-05T13:57:53.000Z","36110","","1","[0.7392995953559875,0.8333333134651184,2.2352941036224365]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9612714648246764","0.7179487347602844","0.875","0.6086956262588501","0.8984929323196411","0.7572815418243408","0.7090908885002136","0.8125","0.9648879170417786","0.9014084339141846","0.9014084339141846","0.9014084339141846","0.8239436745643616","25","0.5268761273835458","1","80.47019867549669","NaN","0.9403973509933776","0.05605017323801587","0.9350877404212952","1","0.22866424918174744","0.0018963702023029327","85500","0.8028169274330139","0.6032410860061646"
"convmetrics_Pathologist_12_fold_4","finished","-","","","2025-05-05T13:57:29.000Z","35645","","1","[0.7251908183097839,0.8558558821678162,2.2093024253845215]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9534090757369996","0.7179487347602844","0.8235294222831726","0.6363636255264282","0.8587962985038757","0.7207207083702087","0.7017543911933899","0.7407407164573669","0.9336124658584596","0.8358209133148193","0.8235294222831726","0.8484848737716675","0.7746478915214539","28","0.5481812337134954","1","92.29139072847684","NaN","0.9072847682119204","0.08411911758256216","0.9561403393745422","1","0.1938282549381256","0.2816053628921509","85500","0.7535211443901062","0.8188633918762207"
"convmetrics_Pathologist_12_fold_3","finished","-","","","2025-05-05T13:57:04.000Z","35184","","1","[0.7279693484306335,0.8444444537162781,2.261904716491699]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9473869800567628","0.6363636255264282","0.699999988079071","0.5833333134651184","0.8388278484344482","0.6458333134651184","0.6888889074325562","0.6078431606292725","0.9331343173980712","0.875","0.8181818127632141","0.9402984976768494","0.7605633735656738","5","0.38419321601839407","0","75.67549668874172","NaN","0.01324503311258278","0.013069602210429371","0.9350877404212952","1","0.1942458301782608","0.00019762947340495884","85500","0.7253521084785461","0.8573383688926697"
"convmetrics_Pathologist_12_fold_2","finished","-","","","2025-05-05T13:56:40.000Z","34726","","1","[0.7294871807098389,0.8700305819511414,2.0842490196228027]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9570494890213012","0.6666666865348816","0.7692307829856873","0.5882353186607361","0.8756592273712158","0.8035714030265808","0.8333333134651184","0.7758620977401733","0.9474509954452516","0.9166666865348816","0.8684210777282715","0.970588207244873","0.8461538553237915","69","0.6600883423779088","1","70.99337748344371","NaN","1","0","0.9384886026382446","1","0.21807172894477844","0.44952601194381714","85350","0.7902097702026367","0.6045410633087158"
"convmetrics_Pathologist_12_fold_1","finished","-","","","2025-05-05T13:56:15.000Z","34261","","1","[0.6973039507865906,0.8988941311836243,2.2054264545440674]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9342599511146544","0.6341463327407837","0.6842105388641357","0.5909090638160706","0.8445759415626526","0.7333333492279053","0.800000011920929","0.6769230961799622","0.917898178100586","0.8479999899864197","0.7681159377098083","0.9464285969734192","0.7692307829856873","12","0.32991283153665496","1","72.72847682119205","NaN","0.9867549668874172","0.013069602210429371","0.947275936603546","1","0.17487536370754242","0.015835952013731003","85350","0.7412587404251099","0.9055412411689758"
"convmetrics_Pathologist_11_fold_5","finished","-","","","2025-05-05T13:55:41.000Z","33792","","1","[0.7962085604667664,0.8399999737739563,1.8064515590667725]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9038548469543456","0.6666666865348816","0.800000011920929","0.5714285969734192","0.8382652997970581","0.7833333611488342","0.734375","0.8392857313156128","0.9491121172904968","0.8333333134651184","0.8510638475418091","0.8163265585899353","0.7857142686843872","138","0.46757150082647264","1","93.35099337748343","NaN","0.913907284768212","0.07868075961580631","0.9186508059501648","1","0.2698919475078583","0.06776787340641022","75600","0.7698412537574768","0.770135760307312"
"convmetrics_Pathologist_11_fold_4","finished","-","","","2025-05-05T13:55:19.000Z","33377","","1","[0.8155339956283569,0.7887324094772339,1.9764705896377563]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9697831273078918","0.7755101919174194","0.949999988079071","0.6551724076271057","0.8178761601448059","0.6666666865348816","0.6037735939025879","0.7441860437393188","0.8878600597381592","0.7850467562675476","0.7924528121948242","0.7777777910232544","0.738095223903656","13","0.25257993812349977","0","96.80794701986756","NaN","0.4900662251655629","0.24990132011753877","0.9345238208770752","1","0.22346395254135132","0.09457451850175858","75600","0.6349206566810608","1.073697209358215"
"convmetrics_Pathologist_11_fold_3","finished","-","","","2025-05-05T13:54:57.000Z","32975","","1","[0.7924528121948242,0.8316831588745117,1.8666666746139529]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.953839898109436","0.5789473652839661","0.7857142686843872","0.4583333432674408","0.8289608955383301","0.7068965435028076","0.6612903475761414","0.7592592835426331","0.9342948794364928","0.8163265585899353","0.800000011920929","0.8333333134651184","0.7301587462425232","75","0.5296925117352212","0","77.11920529801324","NaN","0.7152317880794702","0.203675277400114","0.9246031641960144","1","0.25839224457740784","0.10273541510105132","75600","0.682539701461792","0.7820917963981628"
"convmetrics_Pathologist_11_fold_2","finished","-","","","2025-05-05T13:54:34.000Z","32539","","1","[0.8155339956283569,0.8275862336158752,1.7684210538864136]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9380226135253906","0.5806451439857483","0.75","0.4736842215061188","0.8645644783973694","0.7368420958518982","0.688524603843689","0.7924528121948242","0.9411008358001708","0.84112149477005","0.849056601524353","0.8333333134651184","0.761904776096344","6","0.5223723871491915","1","78.88741721854305","NaN","0.9403973509933776","0.056050173238015887","0.908730149269104","0","0.2846699655056","0.9406028389930724","75600","0.7460317611694336","0.6080310940742493"
"convmetrics_Pathologist_11_fold_1","finished","-","","","2025-05-05T13:54:11.000Z","32138","","1","[0.8195121884346008,0.8155339956283569,1.8064515590667725]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9260770678520204","0.6499999761581421","0.6842105388641357","0.6190476417541504","0.8336842060089111","0.7222222089767456","0.6724137663841248","0.7799999713897705","0.9454545378684998","0.8461538553237915","0.8979591727256775","0.800000011920929","0.761904776096344","10","0.4919630075675968","1","93.6092715231788","NaN","0.9403973509933776","0.05605017323801587","0.9246031641960144","1","0.2882673740386963","0.1490759253501892","75600","0.738095223903656","0.6883860230445862"
"convmetrics_Pathologist_10_fold_5","finished","-","","","2025-05-05T13:53:33.000Z","31726","","1","[0.7766081690788269,0.8048484921455383,2.1282050609588623]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9507275223731996","0.6486486196517944","0.75","0.5714285969734192","0.8837543725967407","0.7642276287078857","0.734375","0.7966101765632629","0.9551470875740052","0.8941176533699036","0.8941176533699036","0.8941176533699036","0.8181818127632141","13","0.373814357788009","1","70.64900662251655","NaN","0.933774834437086","0.06183939300907854","0.950301229953766","1","0.1764250099658966","0.13826841115951538","99600","0.8303030133247375","0.4676534831523895"
"convmetrics_Pathologist_10_fold_4","finished","-","","","2025-05-05T13:53:05.000Z","31179","","1","[0.7466216087341309,0.8125,2.3263158798217773]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9379901885986328","0.7142857313156128","0.7692307829856873","0.6666666865348816","0.8204094171524048","0.7049180269241333","0.7166666388511658","0.6935483813285828","0.9409518241882324","0.8701298832893372","0.8374999761581421","0.9054054021835328","0.7831325531005859","18","0.3074985671245905","0","56.682119205298015","NaN","0","0","0.965309202671051","1","0.14658086001873016","0.014414350502192974","99450","0.7228915691375732","0.8064999580383301"
"convmetrics_Pathologist_10_fold_3","finished","-","","","2025-05-05T13:52:38.000Z","30652","","1","[0.7245901823043823,0.8435114622116089,2.3020832538604736]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.920714795589447","0.550000011920929","1","0.3793103396892547","0.8150117993354797","0.7354838848114014","0.6867470145225525","0.7916666865348816","0.9227722883224488","0.8175182342529297","0.7777777910232544","0.8615384697914124","0.7469879388809204","25","0.35451288820150206","1","60.27814569536424","NaN","0.7748344370860927","0.1744660321915705","0.971342384815216","1","0.13848444819450378","0.17422470450401306","99450","0.7530120611190796","0.9626203775405884"
"convmetrics_Pathologist_10_fold_2","finished","-","","","2025-05-05T13:52:09.000Z","30125","","1","[0.7864768505096436,0.803636372089386,2.065420627593994]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.929804801940918","0.6060606241226196","0.6666666865348816","0.5555555820465088","0.91889750957489","0.8166666626930237","0.8032786846160889","0.8305084705352783","0.9731504321098328","0.9497206807136536","0.9444444179534912","0.9550561904907228","0.8674699068069458","75","0.4722587669403046","1","76","NaN","0.5695364238410596","0.2451646857593965","0.9441930651664734","1","0.20715157687664032","0.046328429132699966","99450","0.8554216623306274","0.4908156394958496"
"convmetrics_Pathologist_10_fold_1","finished","-","","","2025-05-05T13:51:41.000Z","29595","","1","[0.7060703039169312,0.8769841194152832,2.2551021575927734]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.92592591047287","0.5769230723381042","0.6000000238418579","0.5555555820465088","0.8594657182693481","0.800000011920929","0.8205128312110901","0.7804877758026123","0.930629312992096","0.8833333253860474","0.841269850730896","0.9298245906829834","0.7951807379722595","36","0.2549787056564463","1","67.68211920529801","NaN","0.9801324503311258","0.019472830139028983","0.9562594294548036","1","0.1709982305765152","0.0022319662384688854","99450","0.7831325531005859","0.7597372531890869"
"convmetrics_Pathologist_9_fold_5","finished","-","","","2025-05-05T13:51:13.000Z","29050","","1","[0.6707566380500793,0.918767511844635,2.3768115043640137]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9346153736114502","0.52173912525177","0.8571428656578064","0.375","0.8227762579917908","0.6545454263687134","0.6666666865348816","0.6428571343421936","0.9238329529762268","0.8809523582458496","0.7872340679168701","1","0.7530864477157593","8","0.26372915648188394","0","74.54304635761589","NaN","0.2185430463576159","0.17078198324634883","0.9481707215309144","1","0.2020895630121231","0.7219570875167847","49200","0.7530864477157593","0.7955151796340942"
"convmetrics_Pathologist_9_fold_4","finished","-","","","2025-05-05T13:50:57.000Z","28788","","1","[0.6728395223617554,0.9396551847457886,2.224489688873291]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9319955110549928","0.6666666865348816","0.875","0.5384615659713745","0.8450347781181335","0.7333333492279053","0.7586206793785095","0.7096773982048035","0.9192583560943604","0.8433734774589539","0.7777777910232544","0.921052634716034","0.7804877758026123","6","0.4029381516327461","1","83.97350993377484","NaN","0.9933774834437086","0.0065786588307530395","0.9296635985374452","1","0.26976656913757324","0.010000836104154589","49050","0.7195122241973877","0.6793786883354187"
"convmetrics_Pathologist_9_fold_3","finished","-","","","2025-05-05T13:50:42.000Z","28526","","1","[0.6987179517745972,0.9237288236618042,2.0566036701202393]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9710806608200072","0.6666666865348816","0.6666666865348816","0.6666666865348816","0.8262849450111389","0.6909090876579285","0.7307692170143127","0.6551724076271057","0.8983253836631775","0.8571428656578064","0.8297872543334961","0.8863636255264282","0.7804877758026123","26","0.4450321289456364","1","85.99337748344371","NaN","0.9933774834437086","0.0065786588307530395","0.9480122327804564","1","0.210479274392128","0.13408318161964417","49050","0.7682926654815674","0.6784808039665222"
"convmetrics_Pathologist_9_fold_2","finished","-","","","2025-05-05T13:50:26.000Z","28256","","1","[0.6812499761581421,0.9083333611488342,2.3191490173339844]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.8935323357582092","0.5925925970077515","0.6666666865348816","0.5333333611488342","0.8255892395973206","0.6382978558540344","0.75","0.5555555820465088","0.9517857432365416","0.8888888955116272","0.800000011920929","1","0.7682926654815674","34","0.34474241186211346","1","84.02649006622516","NaN","1","0","0.932721734046936","1","0.24228383600711825","0.01520049013197422","49050","0.8414633870124817","0.5506467819213867"
"convmetrics_Pathologist_9_fold_1","finished","-","","","2025-05-05T13:50:10.000Z","27984","","1","[0.6855345964431763,0.947826087474823,2.0566036701202393]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9360730648040771","0.6315789222717285","0.6000000238418579","0.6666666865348816","0.7681249976158142","0.6666666865348816","0.7599999904632568","0.59375","0.8352171182632446","0.8181818127632141","0.7659574747085571","0.8780487775802612","0.7439024448394775","11","0.3473495956591298","1","89.19205298013244","NaN","0.9403973509933776","0.05605017323801587","0.9021406769752502","1","0.26636287569999695","0.6013826131820679","49050","0.7682926654815674","0.7536900639533997"
"convmetrics_Pathologist_8_fold_5","finished","-","","","2025-05-05T13:49:52.000Z","27700","","1","[0.5789473652839661,1.3200000524520874,1.941176414489746]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9545454382896424","0.4000000059604645","0.3333333432674408","0.5","0.7421875","0.5","0.75","0.375","0.7714285850524902","0.774193525314331","0.7058823704719543","0.8571428656578064","0.6666666865348816","5","0.02227492300256089","0","39.28476821192053","NaN","0","0","1","1","0.062180012464523315","0.23315244913101196","14850","0.6666666865348816","1.330686092376709"
"convmetrics_Pathologist_8_fold_4","finished","-","","","2025-05-05T13:49:44.000Z","27607","","1","[0.5593220591545105,1.2692307233810425,2.357142925262451]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9368420839309692","0.3333333432674408","1","0.20000000298023224","0.7983193397521973","0.5333333611488342","0.5","0.5714285969734192","0.9236111044883728","0.8148148059844971","0.7333333492279053","0.9166666865348816","0.6666666865348816","21","0.05186456417779152","1","50.66887417218543","NaN","0.9867549668874172","0.013069602210429371","0.9898989796638488","1","0.11404182761907578","0.20472051203250885","14850","0.6666666865348816","0.5756822228431702"
"convmetrics_Pathologist_8_fold_3","finished","-","","","2025-05-05T13:49:37.000Z","27525","","1","[0.5730994343757629,1.2564102411270142,2.1777777671813965]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.976190447807312","0.6666666865348816","1","0.5","0.89682537317276","0.7142857313156128","0.7142857313156128","0.7142857313156128","0.980519473552704","0.9333333373069764","0.875","1","0.8399999737739563","32","0.0225058371448687","1","50.24503311258278","NaN","1","0","1","1","0.08350944519042969","0.011548572219908236","14700","0.800000011920929","0.4506917893886566"
"convmetrics_Pathologist_8_fold_2","finished","-","","","2025-05-05T13:49:29.000Z","27444","","1","[0.5730994343757629,1.4202898740768433,1.814814805984497]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","1","0.5","0.3333333432674408","1","0.800000011920929","0.6666666865348816","1","0.5","0.8831169009208679","0.9032257795333862","0.8235294222831726","1","0.800000011920929","19","0.04650482160932959","1","48.66887417218543","NaN","0.9933774834437086","0.0065786588307530395","0.9897959232330322","1","0.09295914322137833","0.16669972240924835","14700","0.7599999904632568","0.6178668737411499"
"convmetrics_Pathologist_8_fold_1","finished","-","","","2025-05-05T13:49:20.000Z","27364","","1","[0.604938268661499,1.0208333730697632,2.722222328186035]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9126983880996704","0.4444444477558136","1","0.2857142984867096","0.8333333134651184","0.25","0.1428571492433548","1","0.9926470518112184","0.9696969985961914","1","0.9411764740943908","0.7599999904632568","76","0.08940327045116696","1","53.033112582781456","NaN","1","0","0.9693877696990968","1","0.148922860622406","0.021734852343797684","14700","0.800000011920929","0.7241876721382141"
"convmetrics_Pathologist_7_fold_5","finished","-","","","2025-05-05T13:48:48.000Z","27297","","1","[0.6496350169181824,0.9270833134651184,2.617647171020508]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9327433705329896","0.5555555820465088","0.625","0.5","0.8224121332168579","0.6666666865348816","0.7272727489471436","0.6153846383094788","0.9250910878181458","0.8656716346740723","0.7945205569267273","0.9508196711540222","0.7518796920776367","41","0.2169716572768023","1","54.09271523178808","NaN","0.9933774834437086","0.0065786588307530395","0.9737827777862548","1","0.12003510445356368","0.005878658965229988","80100","0.7669172883033752","0.7005690336227417"
"convmetrics_Pathologist_7_fold_4","finished","-","","","2025-05-05T13:48:24.000Z","26853","","1","[0.6641790866851807,0.9175257682800292,2.472222328186035]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9604700803756714","0.6896551847457886","0.7692307829856873","0.625","0.8571084141731262","0.7096773982048035","0.7674418687820435","0.6600000262260437","0.9341926574707032","0.875","0.8181818127632141","0.9402984976768494","0.7969924807548523","16","0.34068662144445255","1","74.29801324503312","NaN","0.9933774834437086","0.0065786588307530395","0.9625468254089355","1","0.15624968707561493","0.00042465253500267863","80100","0.8045112490653992","0.5487988591194153"
"convmetrics_Pathologist_7_fold_3","finished","-","","","2025-05-05T13:48:01.000Z","26413","","1","[0.6520146727561951,0.9368420839309692,2.507042169570923]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.9315415620803832","0.6000000238418579","0.692307710647583","0.529411792755127","0.888420045375824","0.7628865838050842","0.8604651093482971","0.6851851940155029","0.962517023086548","0.8920863270759583","0.8051947951316833","1","0.8120300769805908","20","0.24592301892809337","1","70.87417218543047","NaN","0.695364238410596","0.2118328143502478","0.9775280952453612","1","0.12768392264842987","0.01446264237165451","80100","0.7368420958518982","0.7704349756240845"
"convmetrics_Pathologist_7_fold_2","finished","-","","","2025-05-05T13:47:38.000Z","25978","","1","[0.6859716773033142,0.8752052783966064,2.502347469329834]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.974861741065979","0.8125","0.8666666746139526","0.7647058963775635","0.8512982130050659","0.7532467246055603","0.8055555820465088","0.707317054271698","0.9026769399642944","0.9056603908538818","0.8674699068069458","0.9473684430122375","0.8507462739944458","19","0.29002908478323847","1","61.086092715231786","NaN","1","0","0.9756097793579102","1","0.123060904443264","0.0016236230731010437","79950","0.8432835936546326","0.7811262011528015"
"convmetrics_Pathologist_7_fold_1","finished","-","","","2025-05-05T13:47:15.000Z","25526","","1","[0.6679198145866394,0.9018612504005432,2.538095235824585]","0","64","0.1","1","[0,0]","[224,224]","2560","hf-hub:paige-ai/Virchow2","16","5","0.00001","150","0.00001","150","0.957854390144348","0.5714285969734192","0.800000011920929","0.4444444477558136","0.8209831118583679","0.6279069781303406","0.692307710647583","0.5744680762290955","0.9085841774940492","0.8441558480262756","0.7647058963775635","0.9420289993286132","0.746268630027771","13","0.321848443476913","1","67.87417218543047","NaN","0.9933774834437086","0.0065786588307530395","0.9587242007255554","1","0.1505903601646423","0.05696806311607361","79950","0.7835820913314819","0.7277647852897644"
