model,fold,val_loss_slope,val_loss_std,val_loss_converged,val_accuracy_slope,val_accuracy_std,val_accuracy_converged
1,1,0.0016218593626311387,0.004941707383567725,True,0.00015408234162764945,0.010885785012195996,False
1,2,0.0016238277608697932,0.008211619394164144,True,0.0009245005520907186,0.006779670715332031,False
1,3,0.001520088585940271,0.005328262740309088,True,0.00015408342534844284,0.005426361894065075,False
1,4,0.0033256227319890994,0.012136499234656284,False,-0.0004144003897002162,0.006837606430053711,False
1,5,0.0008887063373218983,0.006349874551275596,True,0.0019166018023635465,0.007692307233810425,False
2,1,0.0029928532513704975,0.008897108298933828,True,-0.0006060647241996982,0.0030434838363459843,True
2,2,0.002357364784587512,0.011732474535282854,False,0.0004743088375438617,0.006086960860678071,False
2,3,0.0025445670792550936,0.008826792955499959,True,1.0837208314729421e-09,0.004862665570743562,True
2,4,0.0015757882233822104,0.004945104578653884,True,0.0006881041960283085,0.004862679487633894,True
2,5,-0.001321270790967073,0.015170779823650376,False,0.0014291394840587504,0.007860267162322998,False
3,1,0.002063818411393585,0.007708409973946278,True,-0.0005941770293495445,0.007189542055130005,False
3,2,0.00219560355851144,0.008848121410520016,True,0.0003961180195664056,0.003201947185336225,True
3,3,0.001292605472333515,0.005112919537337579,True,0.0010299068508726383,0.00837009654349922,False
3,4,0.002677936987443391,0.008789837147570995,True,0.0011961702144507027,0.010276634108178188,False
3,5,0.004134239933707504,0.012226509920142573,False,0.0015948960275361283,0.0072068809114209445,False
4,1,0.0017121380025690326,0.0054095660524973565,True,0.00013467759797067093,0.008314790511240558,False
4,2,0.001570024273612302,0.007342081936037074,True,-0.0013619336214932454,0.006741571426391601,False
4,3,0.003132660822434866,0.011333842760191627,False,0.001361933621493259,0.006741571426391601,False
4,4,0.0008681896961096428,0.007130113787094418,True,-0.00040858008644798453,0.004494380950927734,True
4,5,0.0039851875016183825,0.011665665070756361,False,-0.0009533535350452476,0.004494380950927735,True
5,1,-0.0015468702171788065,0.011042972783538456,False,-0.0016161633260322113,0.0160000085830744,False
5,2,0.0021148724989457635,0.01050985717961576,False,0.00024242292750965762,0.009333340610779735,False
5,3,0.0016066840200713267,0.007109674023168715,True,-0.0007371002977544774,0.0067567527294158936,False
5,4,0.002942639047449287,0.009506504465578937,True,0.0012285004962574399,0.00945945382118225,False
5,5,0.0019544529192375387,0.00679596544961291,True,-0.002211300893263377,0.00945945382118225,False
6,1,0.0023337342522360706,0.00930264522526587,True,-0.001048947464336044,0.015974272298937636,False
6,2,0.003299319744110123,0.01349570100658814,False,-0.0012820521990458212,0.008812651870518072,False
6,3,0.0017386353377140038,0.009383922031296392,True,-3.2870913318641724e-17,0.0,True
6,4,0.0007712725437048645,0.0031484458717159322,True,-0.0008158513993928193,0.008812651870518072,False
6,5,0.002674469080838302,0.007743940007125714,True,-0.0017825310880487484,0.009803920984268188,False
7,1,0.0003658953941229586,0.003466711702732703,True,0.00029563903808598157,0.003982906352467841,True
7,2,0.006334992611047017,0.01981238478913834,False,-0.0014781951904296795,0.010411574196646697,False
7,3,0.0024464130401611385,0.009174381085296151,True,-0.0015896710482511138,0.008031126237081111,False
7,4,0.0006974953593630024,0.003243158067077069,True,-0.00019870815855082375,0.006133857256345496,False
7,5,0.0036023046031142705,0.010460703818823096,False,0.0003477392774639728,0.0037562051082786155,True
8,1,-0.0011079997727365255,0.005489974609881885,True,-3.5241488693450485e-18,0.0,True
8,2,0.004122811014002031,0.014979003133025822,False,-0.0031221288623231886,0.0212121197155595,False
8,3,0.000699204025846565,0.00535541259554881,True,-0.0003673091079249251,0.012121200561523438,False
8,4,0.0015855604952032074,0.007311365404494695,True,0.0054924242424242405,0.020009763241977653,False
8,5,0.004550105875188637,0.01352791811552517,False,2.783688091326546e-17,0.0,True
9,1,0.0016693378939772502,0.005428640201316536,True,0.00030303001403808957,0.004999995231628418,True
9,2,0.0018209302064144239,0.008489266207353427,True,-0.0009090900421142276,0.006123718516919305,False
9,3,0.0016359556805003574,0.005151150725464831,True,0.0006818175315857199,0.0062499940395355225,False
9,4,0.0026287320888403877,0.008866207317948184,True,-0.0012274655428799583,0.011321872624912986,False
9,5,0.003603629632429652,0.012919194275724969,False,-0.0008438818382494328,0.011392392052547181,False
10,1,-0.00017182574127658662,0.005210913271962526,True,-0.000550963300647152,0.004477702050854767,True
10,2,0.0025989192904848097,0.008368622301792791,True,-0.001991949659405323,0.00853606599737363,False
10,3,0.003442512136517124,0.012895345027010287,False,0.0005933450930046166,0.0068517085335862826,False
10,4,0.001498904011466286,0.008791216868889163,True,0.0007204904700771076,0.0058088443598897765,False
10,5,0.0029201738762133097,0.011483919538371532,False,-0.0005085811470494475,0.013194369975981966,False
11,1,0.0029287060101827176,0.011652096016396711,False,-0.0019853736415053605,0.008446531835573493,False
11,2,0.0006912874452995921,0.0074999962602860775,True,0.0006324117833918021,0.005499619550279435,False
11,3,0.0036212245623270974,0.012136576062329145,False,-0.0007905136455188947,0.004682745134248723,True
11,4,0.0028365727626916016,0.010613385176985218,False,0.00031620589169590327,0.005768049645902621,False
11,5,0.002349726359049453,0.009599762899357612,True,0.0001581029458479462,0.007010666851052803,False
12,1,0.0023236827416853786,0.008674244100769798,True,0.00029090968045322784,0.003919191530905635,True
12,2,0.0042016860210534485,0.012198054953627337,False,-0.0009775161743164004,0.0060349255136312755,False
12,3,0.0015677715792800561,0.005782804848129957,True,0.0003421306610107407,0.00540983672182062,False
12,4,0.00471274383140333,0.013923068704915541,False,0.0005865097045898731,0.00360655781454708,True
12,5,0.007215762138366695,0.02106541736698544,False,-0.0003910064697265741,0.0060349255136312755,False
13,1,0.00347072789163304,0.01086415707461105,False,0.00023674242424243414,0.0023437500000000003,True
13,2,0.0022250894344214302,0.007120518514532861,True,-0.001288474689830395,0.00742832805794004,False
13,3,0.003030510020978511,0.012461182780464328,False,0.0012407534050219047,0.006099183463661487,False
13,4,0.004327334418441341,0.013205127625496232,False,0.002338347290501462,0.013660922223837633,False
13,5,0.0023556590080261405,0.007624050576866202,True,-0.001049868265787768,0.0072166511965566435,False
14,1,0.0023695277445244145,0.008247662550901362,True,0.0001317522742531418,0.006521737575531006,False
14,2,0.0022655281153591772,0.006572962477370793,True,0.0005270090970126519,0.019444064733735996,False
14,3,0.012570483034307274,0.040597291595686966,False,-0.0007905158129605181,0.008695673942565917,False
14,4,0.005925949414571149,0.02633562766218091,False,0.0006734006332628571,0.01111111044883728,False
14,5,0.00239878206542043,0.008302275607847891,True,-0.0017508416464834394,0.01111111044883728,False
15,1,0.002520220207445545,0.007922485057270013,True,-0.0004743088375438455,0.005567914360833877,False
15,2,0.0026726729942090567,0.009237284851517997,True,0.0007378137472904394,0.004259986985741795,True
15,3,0.00995522231766674,0.030043250402770724,False,-0.0018972353501753214,0.00952562048338308,False
15,4,0.0030419454430089,0.01637556892363302,False,0.00021265239426586374,0.005818644743958375,False
15,5,0.0030096599549958216,0.01169588652481306,False,-0.0009037740302808516,0.006140346186519351,False
16,1,0.0017006957169735104,0.00785224429127336,True,-8.081089366566033e-05,0.007180232818215197,False
16,2,0.0017771301847516257,0.008584493287329718,True,0.0009697014635259304,0.008000016212474481,False
16,3,0.0027147264191598325,0.021245328051938833,False,0.0028282844659054235,0.03180496682886353,False
16,4,-0.0007157109000465739,0.0034073223991012854,True,1.1761537339132188e-17,0.0,True
16,5,0.0009290149717619886,0.005178452204827101,True,0.0015561006285927615,0.008652865433612694,False
17,1,0.0031283743453748487,0.00930435735245735,True,0.0014141418717124284,0.007453566144743916,False
17,2,0.0021401069381020645,0.006482776108109978,True,0.0006809668107466293,0.005504470019728795,False
17,3,0.0013630664709842633,0.005165239467456378,True,0.002655770561911839,0.013341954220195672,False
17,4,0.0005826740553884723,0.0033719496559480883,True,0.002042900432239873,0.010297920454796975,False
17,5,0.0023670156796773336,0.010302534758515629,False,0.00027238672429862943,0.011008940039457592,False
18,1,0.005548203352725848,0.016121832790009172,False,-0.002571166284156563,0.012121212482452416,False
18,2,-0.0013442848667953964,0.004705403978198595,True,0.0022038546475497043,0.014845378222834679,False
18,3,0.0030324025587602117,0.0094687511458016,True,1.753942681128908e-17,0.0,True
18,4,-0.0003179127519780843,0.00784203199433086,True,0.0042240605209813206,0.02517158928989695,False
18,5,0.004051629702250217,0.01177859490090586,False,-0.00036730983040548875,0.01484540742302788,False
19,1,0.0006286794489080344,0.0021936498092135844,True,-0.00019138726321131177,0.00874380104207431,False
19,2,0.0020823016311183277,0.006967903278179461,True,0.00044657280950836817,0.0031579077243804933,True
19,3,0.0030920682531414673,0.008986547858970734,True,-0.0006379575440377703,0.004210519790649414,True
19,4,0.001969172015334628,0.006155654758408943,True,0.0007655490528453389,0.004210519790649414,True
19,5,0.0032870249314741837,0.01151815979221774,False,6.379322572190153e-05,0.005668597924237404,False
20,1,0.0013452732201778702,0.004183774895797474,True,-0.00010101000467932424,0.004999995231628418,True
20,2,0.0026149843678330022,0.010365072885526792,False,-0.0015151533213528991,0.011180342553106055,False
20,3,0.0006037300283258657,0.0019266666322684198,True,-0.0021571603688326753,0.007767061245691466,False
20,4,-2.4951226783497552e-05,0.0022797840959462956,True,0.000719055984959472,0.00776708855997111,False
20,5,0.0019528659907254394,0.009346921396599898,True,-9.157494042455039e-18,0.0,True
